tweet_id,username,text,created_at
1806157434337292591,tomapapa,"RAFAAAAAAAAAA

ROMOOOOOOOO

DE MI VIDAAAAAAAAAAAAAA

RAFAAAAAAAAAAAAA ROMOOOOOOOOO PARA PRESIDENTEEEEEEEE!!!!!!!",2024-06-27T02:47:43.000Z
1806156792566825239,tomapapa,"Penal para México 🇲🇽 

Me quiero matar.",2024-06-27T02:45:10.000Z
1806149722471850347,tomapapa,"#TOMAPAPA

SALOOOOOOOOOOOOO DE PENAAAAAAAAAAAAAAALLLL

TOMAPAPAAAAAAAAA!!!!!

CALMA!!!!! CLASE!!!! CATEGORÍA!!!!

UNO A CERO AL 58’!!!!!

VENEZUELAAAAAAAA!!!!!!",2024-06-27T02:17:05.000Z
1806157434337292591,tomapapa,"RAFAAAAAAAAAA

ROMOOOOOOOO

DE MI VIDAAAAAAAAAAAAAA

RAFAAAAAAAAAAAAA ROMOOOOOOOOO PARA PRESIDENTEEEEEEEE!!!!!!!",2024-06-27T02:47:43.000Z
1806156792566825239,tomapapa,"Penal para México 🇲🇽 

Me quiero matar.",2024-06-27T02:45:10.000Z
1806149722471850347,tomapapa,"#TOMAPAPA

SALOOOOOOOOOOOOO DE PENAAAAAAAAAAAAAAALLLL

TOMAPAPAAAAAAAAA!!!!!

CALMA!!!!! CLASE!!!! CATEGORÍA!!!!

UNO A CERO AL 58’!!!!!

VENEZUELAAAAAAAA!!!!!!",2024-06-27T02:17:05.000Z
1806157434337292591,tomapapa,"RAFAAAAAAAAAA

ROMOOOOOOOO

DE MI VIDAAAAAAAAAAAAAA

RAFAAAAAAAAAAAAA ROMOOOOOOOOO PARA PRESIDENTEEEEEEEE!!!!!!!",2024-06-27T02:47:43.000Z
1806156792566825239,tomapapa,"Penal para México 🇲🇽 

Me quiero matar.",2024-06-27T02:45:10.000Z
1806149722471850347,tomapapa,"#TOMAPAPA

SALOOOOOOOOOOOOO DE PENAAAAAAAAAAAAAAALLLL

TOMAPAPAAAAAAAAA!!!!!

CALMA!!!!! CLASE!!!! CATEGORÍA!!!!

UNO A CERO AL 58’!!!!!

VENEZUELAAAAAAAA!!!!!!",2024-06-27T02:17:05.000Z
1806157434337292591,tomapapa,"RAFAAAAAAAAAA

ROMOOOOOOOO

DE MI VIDAAAAAAAAAAAAAA

RAFAAAAAAAAAAAAA ROMOOOOOOOOO PARA PRESIDENTEEEEEEEE!!!!!!!",2024-06-27T02:47:43.000Z
1806156792566825239,tomapapa,"Penal para México 🇲🇽 

Me quiero matar.",2024-06-27T02:45:10.000Z
1806149722471850347,tomapapa,"#TOMAPAPA

SALOOOOOOOOOOOOO DE PENAAAAAAAAAAAAAAALLLL

TOMAPAPAAAAAAAAA!!!!!

CALMA!!!!! CLASE!!!! CATEGORÍA!!!!

UNO A CERO AL 58’!!!!!

VENEZUELAAAAAAAA!!!!!!",2024-06-27T02:17:05.000Z
